date,year,month,week_number,district,state,total_opd,fever_opd,diarrhea_opd,respiratory_opd,other_opd
2020-08-28,2020,8,35,Dharmapuri,Tamil Nadu,252,101,44,43,64
2020-08-29,2020,8,35,Dharmapuri,Tamil Nadu,99,37,15,12,35
2020-08-31,2020,8,36,Dharmapuri,Tamil Nadu,211,73,23,21,94
2020-09-01,2020,9,36,Dharmapuri,Tamil Nadu,208,72,21,24,91
2020-09-02,2020,9,36,Dharmapuri,Tamil Nadu,129,53,15,20,41
2020-09-03,2020,9,36,Dharmapuri,Tamil Nadu,169,57,22,22,68
2020-09-04,2020,9,36,Dharmapuri,Tamil Nadu,108,37,18,12,41
2020-09-05,2020,9,36,Dharmapuri,Tamil Nadu,113,38,13,14,48
2020-09-07,2020,9,37,Dharmapuri,Tamil Nadu,192,66,20,22,84
2020-09-08,2020,9,37,Dharmapuri,Tamil Nadu,131,50,20,16,45
2020-09-09,2020,9,37,Dharmapuri,Tamil Nadu,121,50,13,15,43
2020-09-10,2020,9,37,Dharmapuri,Tamil Nadu,172,67,25,19,61
2020-09-11,2020,9,37,Dharmapuri,Tamil Nadu,143,57,27,19,40
2020-09-12,2020,9,37,Dharmapuri,Tamil Nadu,61,22,11,7,21
2020-09-14,2020,9,38,Dharmapuri,Tamil Nadu,175,72,25,21,57
2020-09-15,2020,9,38,Dharmapuri,Tamil Nadu,121,38,16,14,53
2020-09-16,2020,9,38,Dharmapuri,Tamil Nadu,174,53,18,25,78
2020-09-17,2020,9,38,Dharmapuri,Tamil Nadu,106,39,14,15,38
2020-09-18,2020,9,38,Dharmapuri,Tamil Nadu,98,37,13,12,36
2020-09-19,2020,9,38,Dharmapuri,Tamil Nadu,124,55,14,20,35
2020-09-21,2020,9,39,Dharmapuri,Tamil Nadu,156,51,20,21,64
2020-09-22,2020,9,39,Dharmapuri,Tamil Nadu,96,36,17,15,28
2020-09-23,2020,9,39,Dharmapuri,Tamil Nadu,91,29,14,16,32
2020-09-24,2020,9,39,Dharmapuri,Tamil Nadu,126,49,24,20,33
2020-09-25,2020,9,39,Dharmapuri,Tamil Nadu,160,48,26,24,62
2020-09-26,2020,9,39,Dharmapuri,Tamil Nadu,84,34,15,13,22
2020-09-28,2020,9,40,Dharmapuri,Tamil Nadu,121,49,23,17,32
2020-09-29,2020,9,40,Dharmapuri,Tamil Nadu,86,29,9,9,39
2020-09-30,2020,9,40,Dharmapuri,Tamil Nadu,171,66,26,22,57
2020-10-01,2020,10,40,Dharmapuri,Tamil Nadu,276,119,43,39,75
2020-10-02,2020,10,40,Dharmapuri,Tamil Nadu,194,68,19,29,78
2020-10-03,2020,10,40,Dharmapuri,Tamil Nadu,93,38,15,13,27
2020-10-05,2020,10,41,Dharmapuri,Tamil Nadu,290,93,50,33,114
2020-10-06,2020,10,41,Dharmapuri,Tamil Nadu,219,97,27,37,58
2020-10-07,2020,10,41,Dharmapuri,Tamil Nadu,330,120,58,36,116
2020-10-08,2020,10,41,Dharmapuri,Tamil Nadu,208,74,24,22,88
2020-10-09,2020,10,41,Dharmapuri,Tamil Nadu,143,45,22,17,59
2020-10-10,2020,10,41,Dharmapuri,Tamil Nadu,181,56,30,31,64
2020-10-12,2020,10,42,Dharmapuri,Tamil Nadu,295,102,31,45,117
2020-10-13,2020,10,42,Dharmapuri,Tamil Nadu,334,112,51,52,119
2020-10-14,2020,10,42,Dharmapuri,Tamil Nadu,195,74,27,22,72
2020-10-15,2020,10,42,Dharmapuri,Tamil Nadu,197,66,28,32,71
2020-10-16,2020,10,42,Dharmapuri,Tamil Nadu,346,108,45,52,141
2020-10-17,2020,10,42,Dharmapuri,Tamil Nadu,101,33,12,12,44
2020-10-19,2020,10,43,Dharmapuri,Tamil Nadu,130,44,19,17,50
2020-10-20,2020,10,43,Dharmapuri,Tamil Nadu,132,58,14,22,38
2020-10-21,2020,10,43,Dharmapuri,Tamil Nadu,290,125,32,46,87
2020-10-22,2020,10,43,Dharmapuri,Tamil Nadu,265,91,28,37,109
2020-10-23,2020,10,43,Dharmapuri,Tamil Nadu,307,135,32,41,99
2020-10-24,2020,10,43,Dharmapuri,Tamil Nadu,127,44,22,17,44
2020-10-26,2020,10,44,Dharmapuri,Tamil Nadu,249,109,37,40,63
2020-10-27,2020,10,44,Dharmapuri,Tamil Nadu,180,69,21,19,71
2020-10-28,2020,10,44,Dharmapuri,Tamil Nadu,165,62,28,18,57
2020-10-29,2020,10,44,Dharmapuri,Tamil Nadu,179,63,27,23,66
2020-10-30,2020,10,44,Dharmapuri,Tamil Nadu,265,104,46,45,70
2020-10-31,2020,10,44,Dharmapuri,Tamil Nadu,127,45,21,13,48
2020-11-02,2020,11,45,Dharmapuri,Tamil Nadu,204,85,40,24,55
2020-11-03,2020,11,45,Dharmapuri,Tamil Nadu,274,111,50,42,71
2020-11-04,2020,11,45,Dharmapuri,Tamil Nadu,193,75,28,23,67
2020-11-05,2020,11,45,Dharmapuri,Tamil Nadu,175,59,33,22,61
2020-11-06,2020,11,45,Dharmapuri,Tamil Nadu,301,109,54,34,104
2020-11-07,2020,11,45,Dharmapuri,Tamil Nadu,154,48,29,24,53
2020-11-09,2020,11,46,Dharmapuri,Tamil Nadu,290,90,41,43,116
2020-11-10,2020,11,46,Dharmapuri,Tamil Nadu,180,59,35,19,67
2020-11-11,2020,11,46,Dharmapuri,Tamil Nadu,233,88,31,35,79
2020-11-12,2020,11,46,Dharmapuri,Tamil Nadu,161,57,17,27,60
2020-11-13,2020,11,46,Dharmapuri,Tamil Nadu,293,119,45,43,86
2020-11-14,2020,11,46,Dharmapuri,Tamil Nadu,149,64,20,26,39
2020-11-16,2020,11,47,Dharmapuri,Tamil Nadu,125,43,16,16,50
2020-11-17,2020,11,47,Dharmapuri,Tamil Nadu,192,65,21,30,76
2020-11-18,2020,11,47,Dharmapuri,Tamil Nadu,143,49,23,24,47
2020-11-19,2020,11,47,Dharmapuri,Tamil Nadu,158,54,18,16,70
2020-11-20,2020,11,47,Dharmapuri,Tamil Nadu,200,87,29,33,51
2020-11-21,2020,11,47,Dharmapuri,Tamil Nadu,133,42,16,22,53
2020-11-23,2020,11,48,Dharmapuri,Tamil Nadu,186,70,28,23,65
2020-11-24,2020,11,48,Dharmapuri,Tamil Nadu,279,123,29,30,97
2020-11-25,2020,11,48,Dharmapuri,Tamil Nadu,137,45,20,19,53
2020-11-26,2020,11,48,Dharmapuri,Tamil Nadu,289,92,55,41,101
2020-11-27,2020,11,48,Dharmapuri,Tamil Nadu,234,78,46,25,85
2020-11-28,2020,11,48,Dharmapuri,Tamil Nadu,133,49,25,22,37
2020-11-30,2020,11,49,Dharmapuri,Tamil Nadu,303,123,54,52,74
2020-12-01,2020,12,49,Dharmapuri,Tamil Nadu,191,78,26,27,60
2020-12-02,2020,12,49,Dharmapuri,Tamil Nadu,315,103,35,44,133
2020-12-03,2020,12,49,Dharmapuri,Tamil Nadu,149,66,21,26,36
2020-12-04,2020,12,49,Dharmapuri,Tamil Nadu,276,96,52,32,96
2020-12-05,2020,12,49,Dharmapuri,Tamil Nadu,82,36,13,9,24
2020-12-07,2020,12,50,Dharmapuri,Tamil Nadu,241,108,32,27,74
2020-12-08,2020,12,50,Dharmapuri,Tamil Nadu,265,102,42,46,75
2020-12-09,2020,12,50,Dharmapuri,Tamil Nadu,269,101,35,27,106
2020-12-10,2020,12,50,Dharmapuri,Tamil Nadu,249,100,35,33,81
2020-12-11,2020,12,50,Dharmapuri,Tamil Nadu,153,49,26,22,56
2020-12-12,2020,12,50,Dharmapuri,Tamil Nadu,103,33,11,14,45
2020-12-14,2020,12,51,Dharmapuri,Tamil Nadu,338,119,45,49,125
2020-12-15,2020,12,51,Dharmapuri,Tamil Nadu,153,53,28,20,52
2020-12-16,2020,12,51,Dharmapuri,Tamil Nadu,299,114,31,51,103
2020-12-17,2020,12,51,Dharmapuri,Tamil Nadu,268,88,44,36,100
2020-12-18,2020,12,51,Dharmapuri,Tamil Nadu,220,72,42,24,82
2020-12-19,2020,12,51,Dharmapuri,Tamil Nadu,166,59,31,19,57
2020-12-21,2020,12,52,Dharmapuri,Tamil Nadu,245,102,32,27,84
2020-12-22,2020,12,52,Dharmapuri,Tamil Nadu,293,96,50,35,112
2020-12-23,2020,12,52,Dharmapuri,Tamil Nadu,228,83,42,38,65
2020-12-24,2020,12,52,Dharmapuri,Tamil Nadu,171,75,29,23,44
2020-12-25,2020,12,52,Dharmapuri,Tamil Nadu,238,92,47,34,65
2020-12-26,2020,12,52,Dharmapuri,Tamil Nadu,169,67,31,17,54
2020-12-28,2020,12,53,Dharmapuri,Tamil Nadu,252,109,46,41,56
2020-12-29,2020,12,53,Dharmapuri,Tamil Nadu,160,55,29,22,54
2020-12-30,2020,12,53,Dharmapuri,Tamil Nadu,228,93,34,27,74
2020-12-31,2020,12,53,Dharmapuri,Tamil Nadu,298,105,56,50,87
2021-01-01,2021,1,53,Dharmapuri,Tamil Nadu,213,82,24,25,82
2021-01-02,2021,1,53,Dharmapuri,Tamil Nadu,95,36,15,13,31
2021-01-04,2021,1,1,Dharmapuri,Tamil Nadu,297,125,55,35,82
2021-01-05,2021,1,1,Dharmapuri,Tamil Nadu,207,87,36,24,60
2021-01-06,2021,1,1,Dharmapuri,Tamil Nadu,183,77,22,28,56
2021-01-07,2021,1,1,Dharmapuri,Tamil Nadu,208,76,40,37,55
2021-01-08,2021,1,1,Dharmapuri,Tamil Nadu,211,80,23,28,80
2021-01-09,2021,1,1,Dharmapuri,Tamil Nadu,58,18,8,7,25
2021-01-11,2021,1,2,Dharmapuri,Tamil Nadu,246,93,24,26,103
2021-01-12,2021,1,2,Dharmapuri,Tamil Nadu,117,50,19,15,33
2021-01-13,2021,1,2,Dharmapuri,Tamil Nadu,140,50,20,17,53
2021-01-14,2021,1,2,Dharmapuri,Tamil Nadu,209,77,27,29,76
2021-01-15,2021,1,2,Dharmapuri,Tamil Nadu,243,74,43,34,92
2021-01-16,2021,1,2,Dharmapuri,Tamil Nadu,172,73,31,21,47
2021-01-18,2021,1,3,Dharmapuri,Tamil Nadu,196,81,29,22,64
2021-01-19,2021,1,3,Dharmapuri,Tamil Nadu,228,81,29,26,92
2021-01-20,2021,1,3,Dharmapuri,Tamil Nadu,188,69,20,20,79
2021-01-21,2021,1,3,Dharmapuri,Tamil Nadu,280,91,52,43,94
2021-01-22,2021,1,3,Dharmapuri,Tamil Nadu,191,61,35,26,69
2021-01-23,2021,1,3,Dharmapuri,Tamil Nadu,61,24,11,8,18
2021-01-25,2021,1,4,Dharmapuri,Tamil Nadu,110,43,11,18,38
2021-01-26,2021,1,4,Dharmapuri,Tamil Nadu,142,61,23,18,40
2021-01-27,2021,1,4,Dharmapuri,Tamil Nadu,110,43,21,13,33
2021-01-28,2021,1,4,Dharmapuri,Tamil Nadu,160,57,23,27,53
2021-01-29,2021,1,4,Dharmapuri,Tamil Nadu,177,72,18,22,65
2021-01-30,2021,1,4,Dharmapuri,Tamil Nadu,116,37,16,17,46
2021-02-01,2021,2,5,Dharmapuri,Tamil Nadu,187,77,22,26,62
2021-02-02,2021,2,5,Dharmapuri,Tamil Nadu,219,66,39,30,84
2021-02-03,2021,2,5,Dharmapuri,Tamil Nadu,250,105,47,27,71
2021-02-04,2021,2,5,Dharmapuri,Tamil Nadu,214,84,42,22,66
2021-02-05,2021,2,5,Dharmapuri,Tamil Nadu,139,54,16,16,53
2021-02-06,2021,2,5,Dharmapuri,Tamil Nadu,59,25,6,9,19
2021-02-08,2021,2,6,Dharmapuri,Tamil Nadu,177,69,23,19,66
2021-02-09,2021,2,6,Dharmapuri,Tamil Nadu,139,60,23,18,38
2021-02-10,2021,2,6,Dharmapuri,Tamil Nadu,209,70,29,24,86
2021-02-11,2021,2,6,Dharmapuri,Tamil Nadu,104,38,17,18,31
2021-02-12,2021,2,6,Dharmapuri,Tamil Nadu,176,67,23,21,65
2021-02-13,2021,2,6,Dharmapuri,Tamil Nadu,85,30,15,12,28
2021-02-15,2021,2,7,Dharmapuri,Tamil Nadu,125,38,24,18,45
2021-02-16,2021,2,7,Dharmapuri,Tamil Nadu,224,67,27,39,91
2021-02-17,2021,2,7,Dharmapuri,Tamil Nadu,155,68,25,23,39
2021-02-18,2021,2,7,Dharmapuri,Tamil Nadu,136,54,20,19,43
2021-02-19,2021,2,7,Dharmapuri,Tamil Nadu,116,38,19,12,47
2021-02-20,2021,2,7,Dharmapuri,Tamil Nadu,130,44,13,15,58
2021-02-22,2021,2,8,Dharmapuri,Tamil Nadu,167,56,28,22,61
2021-02-23,2021,2,8,Dharmapuri,Tamil Nadu,102,42,18,16,26
2021-02-24,2021,2,8,Dharmapuri,Tamil Nadu,203,75,34,25,69
2021-02-25,2021,2,8,Dharmapuri,Tamil Nadu,253,110,27,28,88
2021-02-26,2021,2,8,Dharmapuri,Tamil Nadu,159,53,22,19,65
2021-02-27,2021,2,8,Dharmapuri,Tamil Nadu,86,31,14,9,32
2021-03-01,2021,3,9,Dharmapuri,Tamil Nadu,155,65,27,25,38
2021-03-02,2021,3,9,Dharmapuri,Tamil Nadu,128,41,25,19,43
2021-03-03,2021,3,9,Dharmapuri,Tamil Nadu,178,60,18,30,70
2021-03-04,2021,3,9,Dharmapuri,Tamil Nadu,132,40,13,18,61
2021-03-05,2021,3,9,Dharmapuri,Tamil Nadu,118,46,19,13,40
2021-03-06,2021,3,9,Dharmapuri,Tamil Nadu,58,22,10,7,19
2021-03-08,2021,3,10,Dharmapuri,Tamil Nadu,121,45,19,15,42
2021-03-09,2021,3,10,Dharmapuri,Tamil Nadu,103,31,12,15,45
2021-03-10,2021,3,10,Dharmapuri,Tamil Nadu,113,49,17,15,32
2021-03-11,2021,3,10,Dharmapuri,Tamil Nadu,148,49,19,14,66
2021-03-12,2021,3,10,Dharmapuri,Tamil Nadu,183,78,25,24,56
2021-03-13,2021,3,10,Dharmapuri,Tamil Nadu,90,28,9,15,38
2021-03-15,2021,3,11,Dharmapuri,Tamil Nadu,97,30,10,13,44
2021-03-16,2021,3,11,Dharmapuri,Tamil Nadu,83,35,9,11,28
2021-03-17,2021,3,11,Dharmapuri,Tamil Nadu,161,62,17,17,65
2021-03-18,2021,3,11,Dharmapuri,Tamil Nadu,78,33,13,12,20
2021-03-19,2021,3,11,Dharmapuri,Tamil Nadu,173,59,31,18,65
2021-03-20,2021,3,11,Dharmapuri,Tamil Nadu,79,29,11,13,26
2021-03-22,2021,3,12,Dharmapuri,Tamil Nadu,188,65,35,33,55
2021-03-23,2021,3,12,Dharmapuri,Tamil Nadu,144,52,17,23,52
2021-03-24,2021,3,12,Dharmapuri,Tamil Nadu,150,66,28,21,35
2021-03-25,2021,3,12,Dharmapuri,Tamil Nadu,96,34,13,13,36
2021-03-26,2021,3,12,Dharmapuri,Tamil Nadu,137,43,21,13,60
2021-03-27,2021,3,12,Dharmapuri,Tamil Nadu,49,19,8,7,15
2021-03-29,2021,3,13,Dharmapuri,Tamil Nadu,95,34,10,11,40
2021-03-30,2021,3,13,Dharmapuri,Tamil Nadu,166,63,24,28,51
2021-03-31,2021,3,13,Dharmapuri,Tamil Nadu,88,39,10,12,27
2021-04-01,2021,4,13,Dharmapuri,Tamil Nadu,223,89,43,29,62
2021-04-02,2021,4,13,Dharmapuri,Tamil Nadu,197,67,21,20,89
2021-04-03,2021,4,13,Dharmapuri,Tamil Nadu,172,59,28,28,57
2021-04-05,2021,4,14,Dharmapuri,Tamil Nadu,263,95,38,43,87
2021-04-06,2021,4,14,Dharmapuri,Tamil Nadu,195,62,26,25,82
2021-04-07,2021,4,14,Dharmapuri,Tamil Nadu,195,69,30,33,63
2021-04-08,2021,4,14,Dharmapuri,Tamil Nadu,239,98,41,32,68
2021-04-09,2021,4,14,Dharmapuri,Tamil Nadu,275,84,51,34,106
2021-04-10,2021,4,14,Dharmapuri,Tamil Nadu,131,51,26,22,32
2021-04-12,2021,4,15,Dharmapuri,Tamil Nadu,262,103,31,30,98
2021-04-13,2021,4,15,Dharmapuri,Tamil Nadu,218,69,40,31,78
2021-04-14,2021,4,15,Dharmapuri,Tamil Nadu,229,88,30,40,71
2021-04-15,2021,4,15,Dharmapuri,Tamil Nadu,226,82,40,39,65
2021-04-16,2021,4,15,Dharmapuri,Tamil Nadu,168,58,22,25,63
2021-04-17,2021,4,15,Dharmapuri,Tamil Nadu,126,49,22,16,39
2021-04-19,2021,4,16,Dharmapuri,Tamil Nadu,195,84,33,21,57
2021-04-20,2021,4,16,Dharmapuri,Tamil Nadu,131,43,25,13,50
2021-04-21,2021,4,16,Dharmapuri,Tamil Nadu,212,67,30,30,85
2021-04-22,2021,4,16,Dharmapuri,Tamil Nadu,224,90,32,34,68
2021-04-23,2021,4,16,Dharmapuri,Tamil Nadu,160,67,25,25,43
2021-04-24,2021,4,16,Dharmapuri,Tamil Nadu,197,76,33,29,59
2021-04-26,2021,4,17,Dharmapuri,Tamil Nadu,150,48,28,23,51
2021-04-27,2021,4,17,Dharmapuri,Tamil Nadu,127,54,15,15,43
2021-04-28,2021,4,17,Dharmapuri,Tamil Nadu,255,108,37,28,82
2021-04-29,2021,4,17,Dharmapuri,Tamil Nadu,192,78,23,21,70
2021-04-30,2021,4,17,Dharmapuri,Tamil Nadu,183,77,31,22,53
2021-05-01,2021,5,17,Dharmapuri,Tamil Nadu,114,35,20,14,45
2021-05-03,2021,5,18,Dharmapuri,Tamil Nadu,263,113,27,36,87
2021-05-04,2021,5,18,Dharmapuri,Tamil Nadu,287,90,56,30,111
2021-05-05,2021,5,18,Dharmapuri,Tamil Nadu,135,49,14,20,52
2021-05-06,2021,5,18,Dharmapuri,Tamil Nadu,174,75,17,20,62
2021-05-07,2021,5,18,Dharmapuri,Tamil Nadu,244,102,45,38,59
2021-05-08,2021,5,18,Dharmapuri,Tamil Nadu,139,53,26,23,37
2021-05-10,2021,5,19,Dharmapuri,Tamil Nadu,264,117,34,35,78
2021-05-11,2021,5,19,Dharmapuri,Tamil Nadu,245,88,37,29,91
2021-05-12,2021,5,19,Dharmapuri,Tamil Nadu,237,82,30,32,93
2021-05-13,2021,5,19,Dharmapuri,Tamil Nadu,281,123,44,49,65
2021-05-14,2021,5,19,Dharmapuri,Tamil Nadu,287,104,30,32,121
2021-05-15,2021,5,19,Dharmapuri,Tamil Nadu,89,27,13,11,38
2021-05-17,2021,5,20,Dharmapuri,Tamil Nadu,270,104,33,37,96
2021-05-18,2021,5,20,Dharmapuri,Tamil Nadu,237,94,25,31,87
2021-05-19,2021,5,20,Dharmapuri,Tamil Nadu,121,39,19,17,46
2021-05-20,2021,5,20,Dharmapuri,Tamil Nadu,176,77,18,17,64
2021-05-21,2021,5,20,Dharmapuri,Tamil Nadu,131,44,25,23,39
2021-05-22,2021,5,20,Dharmapuri,Tamil Nadu,105,42,18,11,34
2021-05-24,2021,5,21,Dharmapuri,Tamil Nadu,177,72,22,21,62
2021-05-25,2021,5,21,Dharmapuri,Tamil Nadu,306,131,35,44,96
2021-05-26,2021,5,21,Dharmapuri,Tamil Nadu,261,98,42,31,90
2021-05-27,2021,5,21,Dharmapuri,Tamil Nadu,173,68,26,21,58
2021-05-28,2021,5,21,Dharmapuri,Tamil Nadu,167,60,30,20,57
2021-05-29,2021,5,21,Dharmapuri,Tamil Nadu,144,47,19,14,64
2021-05-31,2021,5,22,Dharmapuri,Tamil Nadu,225,67,43,31,84
2021-06-01,2021,6,22,Dharmapuri,Tamil Nadu,244,85,33,31,95
2021-06-02,2021,6,22,Dharmapuri,Tamil Nadu,221,99,38,37,47
2021-06-03,2021,6,22,Dharmapuri,Tamil Nadu,286,116,35,43,92
2021-06-04,2021,6,22,Dharmapuri,Tamil Nadu,170,75,24,22,49
2021-06-05,2021,6,22,Dharmapuri,Tamil Nadu,144,61,25,16,42
2021-06-07,2021,6,23,Dharmapuri,Tamil Nadu,145,50,25,17,53
2021-06-08,2021,6,23,Dharmapuri,Tamil Nadu,234,99,39,40,56
2021-06-09,2021,6,23,Dharmapuri,Tamil Nadu,206,84,20,36,66
2021-06-10,2021,6,23,Dharmapuri,Tamil Nadu,249,79,36,36,98
2021-06-11,2021,6,23,Dharmapuri,Tamil Nadu,228,89,23,30,86
2021-06-12,2021,6,23,Dharmapuri,Tamil Nadu,100,40,19,13,28
2021-06-14,2021,6,24,Dharmapuri,Tamil Nadu,124,50,22,20,32
2021-06-15,2021,6,24,Dharmapuri,Tamil Nadu,137,43,22,21,51
2021-06-16,2021,6,24,Dharmapuri,Tamil Nadu,195,68,22,29,76
2021-06-17,2021,6,24,Dharmapuri,Tamil Nadu,195,75,27,19,74
2021-06-18,2021,6,24,Dharmapuri,Tamil Nadu,225,89,23,35,78
2021-06-19,2021,6,24,Dharmapuri,Tamil Nadu,63,26,7,7,23
2021-06-21,2021,6,25,Dharmapuri,Tamil Nadu,245,108,48,40,49
2021-06-22,2021,6,25,Dharmapuri,Tamil Nadu,170,70,18,30,52
2021-06-23,2021,6,25,Dharmapuri,Tamil Nadu,125,47,17,15,46
2021-06-24,2021,6,25,Dharmapuri,Tamil Nadu,210,70,35,25,80
2021-06-25,2021,6,25,Dharmapuri,Tamil Nadu,176,53,18,26,79
2021-06-26,2021,6,25,Dharmapuri,Tamil Nadu,91,33,11,9,38
2021-06-28,2021,6,26,Dharmapuri,Tamil Nadu,156,69,17,16,54
2021-06-29,2021,6,26,Dharmapuri,Tamil Nadu,143,53,28,15,47
2021-06-30,2021,6,26,Dharmapuri,Tamil Nadu,123,44,20,21,38
2021-07-01,2021,7,26,Dharmapuri,Tamil Nadu,131,43,13,22,53
2021-07-02,2021,7,26,Dharmapuri,Tamil Nadu,261,108,31,42,80
2021-07-03,2021,7,26,Dharmapuri,Tamil Nadu,113,48,14,12,39
2021-07-05,2021,7,27,Dharmapuri,Tamil Nadu,231,74,30,28,99
2021-07-06,2021,7,27,Dharmapuri,Tamil Nadu,269,87,42,27,113
2021-07-07,2021,7,27,Dharmapuri,Tamil Nadu,250,90,34,25,101
2021-07-08,2021,7,27,Dharmapuri,Tamil Nadu,274,89,52,44,89
2021-07-09,2021,7,27,Dharmapuri,Tamil Nadu,197,69,23,29,76
2021-07-10,2021,7,27,Dharmapuri,Tamil Nadu,127,43,15,18,51
2021-07-12,2021,7,28,Dharmapuri,Tamil Nadu,255,90,28,41,96
2021-07-13,2021,7,28,Dharmapuri,Tamil Nadu,227,73,36,34,84
2021-07-14,2021,7,28,Dharmapuri,Tamil Nadu,304,123,31,48,102
2021-07-15,2021,7,28,Dharmapuri,Tamil Nadu,266,117,37,42,70
2021-07-16,2021,7,28,Dharmapuri,Tamil Nadu,198,73,29,20,76
2021-07-17,2021,7,28,Dharmapuri,Tamil Nadu,159,55,26,17,61
2021-07-19,2021,7,29,Dharmapuri,Tamil Nadu,253,109,25,31,88
2021-07-20,2021,7,29,Dharmapuri,Tamil Nadu,180,73,33,26,48
2021-07-21,2021,7,29,Dharmapuri,Tamil Nadu,130,53,20,17,40
2021-07-22,2021,7,29,Dharmapuri,Tamil Nadu,251,77,35,29,110
2021-07-23,2021,7,29,Dharmapuri,Tamil Nadu,231,94,31,32,74
2021-07-24,2021,7,29,Dharmapuri,Tamil Nadu,150,57,21,24,48
2021-07-26,2021,7,30,Dharmapuri,Tamil Nadu,138,60,25,18,35
2021-07-27,2021,7,30,Dharmapuri,Tamil Nadu,254,102,28,34,90
2021-07-28,2021,7,30,Dharmapuri,Tamil Nadu,155,63,15,22,55
2021-07-29,2021,7,30,Dharmapuri,Tamil Nadu,113,37,14,17,45
2021-07-30,2021,7,30,Dharmapuri,Tamil Nadu,142,55,18,19,50
2021-07-31,2021,7,30,Dharmapuri,Tamil Nadu,153,55,22,21,55
2021-08-02,2021,8,31,Dharmapuri,Tamil Nadu,156,54,24,25,53
2021-08-03,2021,8,31,Dharmapuri,Tamil Nadu,127,51,13,21,42
2021-08-04,2021,8,31,Dharmapuri,Tamil Nadu,140,56,22,15,47
2021-08-05,2021,8,31,Dharmapuri,Tamil Nadu,135,56,25,19,35
2021-08-06,2021,8,31,Dharmapuri,Tamil Nadu,139,47,20,24,48
2021-08-07,2021,8,31,Dharmapuri,Tamil Nadu,64,24,10,11,19
2021-08-09,2021,8,32,Dharmapuri,Tamil Nadu,176,65,19,27,65
2021-08-10,2021,8,32,Dharmapuri,Tamil Nadu,98,34,17,17,30
2021-08-11,2021,8,32,Dharmapuri,Tamil Nadu,151,46,29,23,53
2021-08-12,2021,8,32,Dharmapuri,Tamil Nadu,95,31,15,10,39
2021-08-13,2021,8,32,Dharmapuri,Tamil Nadu,78,33,12,10,23
2021-08-14,2021,8,32,Dharmapuri,Tamil Nadu,54,23,6,6,19
2021-08-16,2021,8,33,Dharmapuri,Tamil Nadu,188,62,22,24,80
2021-08-17,2021,8,33,Dharmapuri,Tamil Nadu,100,42,14,14,30
2021-08-18,2021,8,33,Dharmapuri,Tamil Nadu,158,55,27,27,49
2021-08-19,2021,8,33,Dharmapuri,Tamil Nadu,191,65,36,30,60
2021-08-20,2021,8,33,Dharmapuri,Tamil Nadu,132,42,24,15,51
2021-08-21,2021,8,33,Dharmapuri,Tamil Nadu,97,38,11,12,36
2021-08-23,2021,8,34,Dharmapuri,Tamil Nadu,182,74,33,30,45
2021-08-24,2021,8,34,Dharmapuri,Tamil Nadu,196,64,27,24,81
2021-08-25,2021,8,34,Dharmapuri,Tamil Nadu,92,29,10,10,43
2021-08-26,2021,8,34,Dharmapuri,Tamil Nadu,167,72,26,21,48
2021-08-27,2021,8,34,Dharmapuri,Tamil Nadu,185,59,21,21,84
2021-08-28,2021,8,34,Dharmapuri,Tamil Nadu,101,40,16,10,35
2021-08-30,2021,8,35,Dharmapuri,Tamil Nadu,130,51,24,17,38
2021-08-31,2021,8,35,Dharmapuri,Tamil Nadu,175,77,32,28,38
2021-09-01,2021,9,35,Dharmapuri,Tamil Nadu,203,72,35,29,67
2021-09-02,2021,9,35,Dharmapuri,Tamil Nadu,141,59,19,14,49
2021-09-03,2021,9,35,Dharmapuri,Tamil Nadu,112,49,22,19,22
2021-09-04,2021,9,35,Dharmapuri,Tamil Nadu,92,37,16,13,26
2021-09-06,2021,9,36,Dharmapuri,Tamil Nadu,110,34,20,11,45
2021-09-07,2021,9,36,Dharmapuri,Tamil Nadu,133,45,21,13,54
2021-09-08,2021,9,36,Dharmapuri,Tamil Nadu,116,39,12,17,48
2021-09-09,2021,9,36,Dharmapuri,Tamil Nadu,108,37,17,15,39
2021-09-10,2021,9,36,Dharmapuri,Tamil Nadu,184,75,20,29,60
2021-09-11,2021,9,36,Dharmapuri,Tamil Nadu,96,31,11,14,40
2021-09-13,2021,9,37,Dharmapuri,Tamil Nadu,105,38,11,14,42
2021-09-14,2021,9,37,Dharmapuri,Tamil Nadu,136,54,26,16,40
2021-09-15,2021,9,37,Dharmapuri,Tamil Nadu,165,65,23,24,53
2021-09-16,2021,9,37,Dharmapuri,Tamil Nadu,126,51,14,18,43
2021-09-17,2021,9,37,Dharmapuri,Tamil Nadu,115,48,15,14,38
2021-09-18,2021,9,37,Dharmapuri,Tamil Nadu,59,25,8,8,18
2021-09-20,2021,9,38,Dharmapuri,Tamil Nadu,82,34,15,10,23
2021-09-21,2021,9,38,Dharmapuri,Tamil Nadu,176,55,25,29,67
2021-09-22,2021,9,38,Dharmapuri,Tamil Nadu,108,44,20,12,32
2021-09-23,2021,9,38,Dharmapuri,Tamil Nadu,163,57,20,21,65
2021-09-24,2021,9,38,Dharmapuri,Tamil Nadu,189,69,24,22,74
2021-09-25,2021,9,38,Dharmapuri,Tamil Nadu,98,39,12,13,34
2021-09-27,2021,9,39,Dharmapuri,Tamil Nadu,182,62,22,20,78
2021-09-28,2021,9,39,Dharmapuri,Tamil Nadu,159,60,31,22,46
