date,year,month,week_number,district,state,total_calls,fever_calls,accident_calls,cardiac_calls,other_calls
2025-09-28,2025,9,39,Kanniyakumari,Tamil Nadu,24,8,6,3,7
2025-09-29,2025,9,40,Kanniyakumari,Tamil Nadu,41,16,10,5,10
2025-09-30,2025,9,40,Kanniyakumari,Tamil Nadu,26,10,6,3,7
2025-10-01,2025,10,40,Kanniyakumari,Tamil Nadu,67,31,14,9,13
2025-10-02,2025,10,40,Kanniyakumari,Tamil Nadu,34,12,9,4,9
2025-10-03,2025,10,40,Kanniyakumari,Tamil Nadu,40,19,10,5,6
2025-10-04,2025,10,40,Kanniyakumari,Tamil Nadu,61,25,15,7,14
2025-10-05,2025,10,40,Kanniyakumari,Tamil Nadu,44,20,11,5,8
2025-10-06,2025,10,41,Kanniyakumari,Tamil Nadu,37,14,9,4,10
2025-10-07,2025,10,41,Kanniyakumari,Tamil Nadu,55,26,15,7,7
2025-10-08,2025,10,41,Kanniyakumari,Tamil Nadu,35,15,8,5,7
2025-10-09,2025,10,41,Kanniyakumari,Tamil Nadu,62,26,16,6,14
2025-10-10,2025,10,41,Kanniyakumari,Tamil Nadu,67,28,18,9,12
2025-10-11,2025,10,41,Kanniyakumari,Tamil Nadu,56,24,15,6,11
2025-10-12,2025,10,41,Kanniyakumari,Tamil Nadu,24,9,6,3,6
2025-10-13,2025,10,42,Kanniyakumari,Tamil Nadu,71,31,16,8,16
2025-10-14,2025,10,42,Kanniyakumari,Tamil Nadu,74,28,15,10,21
2025-10-15,2025,10,42,Kanniyakumari,Tamil Nadu,57,20,14,6,17
2025-10-16,2025,10,42,Kanniyakumari,Tamil Nadu,56,22,15,6,13
2025-10-17,2025,10,42,Kanniyakumari,Tamil Nadu,46,19,9,6,12
2025-10-18,2025,10,42,Kanniyakumari,Tamil Nadu,60,28,12,7,13
2025-10-19,2025,10,42,Kanniyakumari,Tamil Nadu,41,20,10,4,7
2025-10-20,2025,10,43,Kanniyakumari,Tamil Nadu,62,25,17,8,12
2025-10-21,2025,10,43,Kanniyakumari,Tamil Nadu,40,19,11,4,6
2025-10-22,2025,10,43,Kanniyakumari,Tamil Nadu,71,26,18,7,20
2025-10-23,2025,10,43,Kanniyakumari,Tamil Nadu,51,24,13,5,9
2025-10-24,2025,10,43,Kanniyakumari,Tamil Nadu,52,21,15,6,10
2025-10-25,2025,10,43,Kanniyakumari,Tamil Nadu,30,12,7,4,7
2025-10-26,2025,10,43,Kanniyakumari,Tamil Nadu,39,16,11,5,7
2025-10-27,2025,10,44,Kanniyakumari,Tamil Nadu,81,36,22,11,12
2025-10-28,2025,10,44,Kanniyakumari,Tamil Nadu,54,20,10,7,17
2025-10-29,2025,10,44,Kanniyakumari,Tamil Nadu,30,11,6,4,9
2025-10-30,2025,10,44,Kanniyakumari,Tamil Nadu,41,17,10,5,9
2025-10-31,2025,10,44,Kanniyakumari,Tamil Nadu,52,23,14,5,10
2025-11-01,2025,11,44,Kanniyakumari,Tamil Nadu,27,12,5,3,7
2025-11-02,2025,11,44,Kanniyakumari,Tamil Nadu,41,19,11,5,6
2025-11-03,2025,11,45,Kanniyakumari,Tamil Nadu,71,33,20,7,11
2025-11-04,2025,11,45,Kanniyakumari,Tamil Nadu,25,8,7,2,8
2025-11-05,2025,11,45,Kanniyakumari,Tamil Nadu,24,10,5,2,7
2025-11-06,2025,11,45,Kanniyakumari,Tamil Nadu,62,30,17,7,8
2025-11-07,2025,11,45,Kanniyakumari,Tamil Nadu,25,10,6,3,6
2025-11-08,2025,11,45,Kanniyakumari,Tamil Nadu,27,10,6,3,8
2025-11-09,2025,11,45,Kanniyakumari,Tamil Nadu,25,9,5,3,8
2025-11-10,2025,11,46,Kanniyakumari,Tamil Nadu,41,18,8,5,10
2025-11-11,2025,11,46,Kanniyakumari,Tamil Nadu,35,15,7,4,9
2025-11-12,2025,11,46,Kanniyakumari,Tamil Nadu,58,20,11,7,20
2025-11-13,2025,11,46,Kanniyakumari,Tamil Nadu,59,26,16,8,9
2025-11-14,2025,11,46,Kanniyakumari,Tamil Nadu,36,13,7,4,12
2025-11-15,2025,11,46,Kanniyakumari,Tamil Nadu,61,23,17,8,13
2025-11-16,2025,11,46,Kanniyakumari,Tamil Nadu,19,7,4,2,6
2025-11-17,2025,11,47,Kanniyakumari,Tamil Nadu,39,14,10,5,10
2025-11-18,2025,11,47,Kanniyakumari,Tamil Nadu,44,21,10,4,9
2025-11-19,2025,11,47,Kanniyakumari,Tamil Nadu,60,28,12,6,14
2025-11-20,2025,11,47,Kanniyakumari,Tamil Nadu,39,16,11,5,7
2025-11-21,2025,11,47,Kanniyakumari,Tamil Nadu,61,25,18,8,10
2025-11-22,2025,11,47,Kanniyakumari,Tamil Nadu,38,14,10,4,10
2025-11-23,2025,11,47,Kanniyakumari,Tamil Nadu,53,20,12,7,14
2025-11-24,2025,11,48,Kanniyakumari,Tamil Nadu,40,16,8,5,11
2025-11-25,2025,11,48,Kanniyakumari,Tamil Nadu,69,27,17,8,17
2025-11-26,2025,11,48,Kanniyakumari,Tamil Nadu,63,23,15,8,17
2025-11-27,2025,11,48,Kanniyakumari,Tamil Nadu,50,19,12,5,14
2025-11-28,2025,11,48,Kanniyakumari,Tamil Nadu,30,11,6,3,10
2025-11-29,2025,11,48,Kanniyakumari,Tamil Nadu,68,27,18,8,15
2025-11-30,2025,11,48,Kanniyakumari,Tamil Nadu,50,20,13,5,12
2025-12-01,2025,12,49,Kanniyakumari,Tamil Nadu,76,36,20,9,11
2025-12-02,2025,12,49,Kanniyakumari,Tamil Nadu,64,31,15,8,10
2025-12-03,2025,12,49,Kanniyakumari,Tamil Nadu,48,18,10,5,15
2025-12-04,2025,12,49,Kanniyakumari,Tamil Nadu,52,22,12,6,12
2025-12-05,2025,12,49,Kanniyakumari,Tamil Nadu,75,28,18,10,19
2025-12-06,2025,12,49,Kanniyakumari,Tamil Nadu,24,9,6,2,7
2025-12-07,2025,12,49,Kanniyakumari,Tamil Nadu,17,6,3,2,6
2025-12-08,2025,12,50,Kanniyakumari,Tamil Nadu,25,9,6,2,8
2025-12-09,2025,12,50,Kanniyakumari,Tamil Nadu,50,24,12,7,7
2025-12-10,2025,12,50,Kanniyakumari,Tamil Nadu,58,26,11,7,14
2025-12-11,2025,12,50,Kanniyakumari,Tamil Nadu,51,23,10,5,13
2025-12-12,2025,12,50,Kanniyakumari,Tamil Nadu,32,14,6,3,9
2025-12-13,2025,12,50,Kanniyakumari,Tamil Nadu,55,25,13,6,11
2025-12-14,2025,12,50,Kanniyakumari,Tamil Nadu,27,10,6,3,8
2025-12-15,2025,12,51,Kanniyakumari,Tamil Nadu,53,20,11,6,16
2025-12-16,2025,12,51,Kanniyakumari,Tamil Nadu,41,14,11,4,12
2025-12-17,2025,12,51,Kanniyakumari,Tamil Nadu,22,9,5,2,6
2025-12-18,2025,12,51,Kanniyakumari,Tamil Nadu,52,19,11,7,15
2025-12-19,2025,12,51,Kanniyakumari,Tamil Nadu,65,23,14,7,21
2025-12-20,2025,12,51,Kanniyakumari,Tamil Nadu,20,7,5,2,6
2025-12-21,2025,12,51,Kanniyakumari,Tamil Nadu,21,9,4,2,6
2025-12-22,2025,12,52,Kanniyakumari,Tamil Nadu,60,27,15,7,11
2025-12-23,2025,12,52,Kanniyakumari,Tamil Nadu,20,9,4,2,5
2025-12-24,2025,12,52,Kanniyakumari,Tamil Nadu,37,16,11,4,6
2025-12-25,2025,12,52,Kanniyakumari,Tamil Nadu,29,14,8,3,4
2025-12-26,2025,12,52,Kanniyakumari,Tamil Nadu,39,15,9,5,10
2025-12-27,2025,12,52,Kanniyakumari,Tamil Nadu,37,14,10,5,8
2025-12-28,2025,12,52,Kanniyakumari,Tamil Nadu,52,19,11,6,16
2025-12-29,2025,12,1,Kanniyakumari,Tamil Nadu,47,18,11,5,13
2025-12-30,2025,12,1,Kanniyakumari,Tamil Nadu,38,15,7,4,12
2025-12-31,2025,12,1,Kanniyakumari,Tamil Nadu,60,21,13,7,19
2015-01-01,2015,1,1,Karur,Tamil Nadu,31,12,9,4,6
2015-01-02,2015,1,1,Karur,Tamil Nadu,35,13,7,4,11
2015-01-03,2015,1,1,Karur,Tamil Nadu,43,17,10,5,11
2015-01-04,2015,1,1,Karur,Tamil Nadu,39,16,10,5,8
2015-01-05,2015,1,2,Karur,Tamil Nadu,32,12,6,4,10
2015-01-06,2015,1,2,Karur,Tamil Nadu,40,16,10,5,9
2015-01-07,2015,1,2,Karur,Tamil Nadu,53,24,13,7,9
2015-01-08,2015,1,2,Karur,Tamil Nadu,33,13,7,3,10
2015-01-09,2015,1,2,Karur,Tamil Nadu,24,11,4,3,6
2015-01-10,2015,1,2,Karur,Tamil Nadu,44,20,9,5,10
2015-01-11,2015,1,2,Karur,Tamil Nadu,24,11,5,3,5
2015-01-12,2015,1,3,Karur,Tamil Nadu,54,21,13,5,15
2015-01-13,2015,1,3,Karur,Tamil Nadu,30,11,8,3,8
2015-01-14,2015,1,3,Karur,Tamil Nadu,52,20,13,5,14
2015-01-15,2015,1,3,Karur,Tamil Nadu,33,16,9,4,4
2015-01-16,2015,1,3,Karur,Tamil Nadu,37,17,10,5,5
2015-01-17,2015,1,3,Karur,Tamil Nadu,29,10,7,3,9
2015-01-18,2015,1,3,Karur,Tamil Nadu,36,17,7,5,7
2015-01-19,2015,1,4,Karur,Tamil Nadu,36,13,7,4,12
2015-01-20,2015,1,4,Karur,Tamil Nadu,49,21,12,5,11
2015-01-21,2015,1,4,Karur,Tamil Nadu,22,10,5,2,5
2015-01-22,2015,1,4,Karur,Tamil Nadu,19,6,5,2,6
2015-01-23,2015,1,4,Karur,Tamil Nadu,47,21,9,6,11
2015-01-24,2015,1,4,Karur,Tamil Nadu,45,17,12,5,11
2015-01-25,2015,1,4,Karur,Tamil Nadu,22,10,5,2,5
2015-01-26,2015,1,5,Karur,Tamil Nadu,36,17,9,3,7
2015-01-27,2015,1,5,Karur,Tamil Nadu,22,8,5,2,7
2015-01-28,2015,1,5,Karur,Tamil Nadu,24,11,6,2,5
2015-01-29,2015,1,5,Karur,Tamil Nadu,18,6,4,1,7
2015-01-30,2015,1,5,Karur,Tamil Nadu,19,9,4,2,4
2015-01-31,2015,1,5,Karur,Tamil Nadu,43,20,11,5,7
2015-02-01,2015,2,5,Karur,Tamil Nadu,19,7,4,2,6
2015-02-02,2015,2,6,Karur,Tamil Nadu,27,11,6,3,7
2015-02-03,2015,2,6,Karur,Tamil Nadu,17,8,4,2,3
2015-02-04,2015,2,6,Karur,Tamil Nadu,29,14,8,3,4
2015-02-05,2015,2,6,Karur,Tamil Nadu,24,8,5,2,9
2015-02-06,2015,2,6,Karur,Tamil Nadu,32,12,7,3,10
2015-02-07,2015,2,6,Karur,Tamil Nadu,29,12,8,4,5
2015-02-08,2015,2,6,Karur,Tamil Nadu,15,6,3,1,5
2015-02-09,2015,2,7,Karur,Tamil Nadu,43,17,8,4,14
2015-02-10,2015,2,7,Karur,Tamil Nadu,40,16,11,4,9
2015-02-11,2015,2,7,Karur,Tamil Nadu,20,9,5,2,4
2015-02-12,2015,2,7,Karur,Tamil Nadu,46,17,9,5,15
2015-02-13,2015,2,7,Karur,Tamil Nadu,22,9,6,3,4
2015-02-14,2015,2,7,Karur,Tamil Nadu,11,5,2,1,3
2015-02-15,2015,2,7,Karur,Tamil Nadu,30,13,7,3,7
2015-02-16,2015,2,8,Karur,Tamil Nadu,36,14,7,4,11
2015-02-17,2015,2,8,Karur,Tamil Nadu,16,6,4,2,4
2015-02-18,2015,2,8,Karur,Tamil Nadu,35,15,7,4,9
2015-02-19,2015,2,8,Karur,Tamil Nadu,25,9,7,3,6
2015-02-20,2015,2,8,Karur,Tamil Nadu,43,15,9,5,14
2015-02-21,2015,2,8,Karur,Tamil Nadu,16,6,4,2,4
2015-02-22,2015,2,8,Karur,Tamil Nadu,33,15,6,3,9
2015-02-23,2015,2,9,Karur,Tamil Nadu,23,9,5,2,7
2015-02-24,2015,2,9,Karur,Tamil Nadu,35,14,9,4,8
2015-02-25,2015,2,9,Karur,Tamil Nadu,35,16,9,4,6
2015-02-26,2015,2,9,Karur,Tamil Nadu,40,17,11,4,8
2015-02-27,2015,2,9,Karur,Tamil Nadu,19,8,5,2,4
2015-02-28,2015,2,9,Karur,Tamil Nadu,15,5,3,1,6
2015-03-01,2015,3,9,Karur,Tamil Nadu,17,7,4,2,4
2015-03-02,2015,3,10,Karur,Tamil Nadu,39,14,9,5,11
2015-03-03,2015,3,10,Karur,Tamil Nadu,15,5,3,1,6
2015-03-04,2015,3,10,Karur,Tamil Nadu,24,8,6,3,7
2015-03-05,2015,3,10,Karur,Tamil Nadu,14,5,3,1,5
2015-03-06,2015,3,10,Karur,Tamil Nadu,41,14,8,6,13
2015-03-07,2015,3,10,Karur,Tamil Nadu,26,12,6,3,5
2015-03-08,2015,3,10,Karur,Tamil Nadu,32,14,9,4,5
2015-03-09,2015,3,11,Karur,Tamil Nadu,27,11,6,3,7
2015-03-10,2015,3,11,Karur,Tamil Nadu,44,17,12,6,9
2015-03-11,2015,3,11,Karur,Tamil Nadu,25,12,7,2,4
2015-03-12,2015,3,11,Karur,Tamil Nadu,25,9,5,2,9
2015-03-13,2015,3,11,Karur,Tamil Nadu,15,5,3,2,5
2015-03-14,2015,3,11,Karur,Tamil Nadu,24,9,6,2,7
2015-03-15,2015,3,11,Karur,Tamil Nadu,26,9,6,3,8
2015-03-16,2015,3,12,Karur,Tamil Nadu,28,12,8,3,5
2015-03-17,2015,3,12,Karur,Tamil Nadu,29,12,7,3,7
2015-03-18,2015,3,12,Karur,Tamil Nadu,26,9,6,3,8
2015-03-19,2015,3,12,Karur,Tamil Nadu,27,11,6,3,7
2015-03-20,2015,3,12,Karur,Tamil Nadu,23,9,4,2,8
2015-03-21,2015,3,12,Karur,Tamil Nadu,23,9,4,2,8
2015-03-22,2015,3,12,Karur,Tamil Nadu,30,10,6,3,11
2015-03-23,2015,3,13,Karur,Tamil Nadu,27,12,7,3,5
2015-03-24,2015,3,13,Karur,Tamil Nadu,22,10,5,2,5
2015-03-25,2015,3,13,Karur,Tamil Nadu,40,17,8,4,11
2015-03-26,2015,3,13,Karur,Tamil Nadu,15,6,3,2,4
2015-03-27,2015,3,13,Karur,Tamil Nadu,20,9,4,2,5
2015-03-28,2015,3,13,Karur,Tamil Nadu,26,9,7,3,7
2015-03-29,2015,3,13,Karur,Tamil Nadu,18,8,4,1,5
2015-03-30,2015,3,14,Karur,Tamil Nadu,33,13,8,4,8
2015-03-31,2015,3,14,Karur,Tamil Nadu,39,18,8,4,9
2015-04-01,2015,4,14,Karur,Tamil Nadu,54,24,13,7,10
2015-04-02,2015,4,14,Karur,Tamil Nadu,26,12,5,3,6
2015-04-03,2015,4,14,Karur,Tamil Nadu,39,14,11,5,9
2015-04-04,2015,4,14,Karur,Tamil Nadu,39,18,10,5,6
2015-04-05,2015,4,14,Karur,Tamil Nadu,35,14,9,4,8
2015-04-06,2015,4,15,Karur,Tamil Nadu,47,17,10,5,15
2015-04-07,2015,4,15,Karur,Tamil Nadu,38,14,9,5,10
2015-04-08,2015,4,15,Karur,Tamil Nadu,42,14,10,5,13
2015-04-09,2015,4,15,Karur,Tamil Nadu,29,14,7,3,5
2015-04-10,2015,4,15,Karur,Tamil Nadu,23,8,4,3,8
2015-04-11,2015,4,15,Karur,Tamil Nadu,41,15,11,5,10
2015-04-12,2015,4,15,Karur,Tamil Nadu,27,10,6,3,8
2015-04-13,2015,4,16,Karur,Tamil Nadu,21,8,6,3,4
2015-04-14,2015,4,16,Karur,Tamil Nadu,23,8,6,2,7
2015-04-15,2015,4,16,Karur,Tamil Nadu,39,14,8,4,13
2015-04-16,2015,4,16,Karur,Tamil Nadu,32,11,9,3,9
2015-04-17,2015,4,16,Karur,Tamil Nadu,21,9,4,2,6
2015-04-18,2015,4,16,Karur,Tamil Nadu,54,26,10,7,11
2015-04-19,2015,4,16,Karur,Tamil Nadu,20,7,5,2,6
2015-04-20,2015,4,17,Karur,Tamil Nadu,47,23,13,5,6
2015-04-21,2015,4,17,Karur,Tamil Nadu,68,32,13,7,16
2015-04-22,2015,4,17,Karur,Tamil Nadu,49,20,12,6,11
2015-04-23,2015,4,17,Karur,Tamil Nadu,53,22,12,5,14
2015-04-24,2015,4,17,Karur,Tamil Nadu,43,17,9,6,11
2015-04-25,2015,4,17,Karur,Tamil Nadu,44,21,9,4,10
2015-04-26,2015,4,17,Karur,Tamil Nadu,23,8,4,2,9
2015-04-27,2015,4,18,Karur,Tamil Nadu,29,10,7,3,9
2015-04-28,2015,4,18,Karur,Tamil Nadu,34,16,9,3,6
2015-04-29,2015,4,18,Karur,Tamil Nadu,37,13,9,4,11
2015-04-30,2015,4,18,Karur,Tamil Nadu,24,11,5,2,6
2015-05-01,2015,5,18,Karur,Tamil Nadu,42,18,10,6,8
2015-05-02,2015,5,18,Karur,Tamil Nadu,24,11,5,3,5
2015-05-03,2015,5,18,Karur,Tamil Nadu,44,21,10,5,8
2015-05-04,2015,5,19,Karur,Tamil Nadu,20,9,5,2,4
2015-05-05,2015,5,19,Karur,Tamil Nadu,22,8,5,3,6
2015-05-06,2015,5,19,Karur,Tamil Nadu,49,19,10,5,15
2015-05-07,2015,5,19,Karur,Tamil Nadu,28,10,7,3,8
2015-05-08,2015,5,19,Karur,Tamil Nadu,21,10,4,2,5
2015-05-09,2015,5,19,Karur,Tamil Nadu,22,9,6,3,4
2015-05-10,2015,5,19,Karur,Tamil Nadu,42,16,9,4,13
2015-05-11,2015,5,20,Karur,Tamil Nadu,62,29,17,7,9
2015-05-12,2015,5,20,Karur,Tamil Nadu,57,26,12,8,11
2015-05-13,2015,5,20,Karur,Tamil Nadu,60,26,12,8,14
2015-05-14,2015,5,20,Karur,Tamil Nadu,49,18,10,6,15
2015-05-15,2015,5,20,Karur,Tamil Nadu,54,21,12,7,14
2015-05-16,2015,5,20,Karur,Tamil Nadu,46,20,9,5,12
2015-05-17,2015,5,20,Karur,Tamil Nadu,37,15,8,3,11
2015-05-18,2015,5,21,Karur,Tamil Nadu,27,11,6,2,8
2015-05-19,2015,5,21,Karur,Tamil Nadu,33,12,7,4,10
2015-05-20,2015,5,21,Karur,Tamil Nadu,39,16,9,5,9
2015-05-21,2015,5,21,Karur,Tamil Nadu,55,19,13,7,16
2015-05-22,2015,5,21,Karur,Tamil Nadu,59,22,14,7,16
2015-05-23,2015,5,21,Karur,Tamil Nadu,56,23,12,6,15
2015-05-24,2015,5,21,Karur,Tamil Nadu,40,18,11,5,6
2015-05-25,2015,5,22,Karur,Tamil Nadu,47,21,12,6,8
2015-05-26,2015,5,22,Karur,Tamil Nadu,25,9,5,2,9
2015-05-27,2015,5,22,Karur,Tamil Nadu,43,15,11,5,12
2015-05-28,2015,5,22,Karur,Tamil Nadu,38,14,8,4,12
2015-05-29,2015,5,22,Karur,Tamil Nadu,25,9,7,2,7
2015-05-30,2015,5,22,Karur,Tamil Nadu,38,18,9,5,6
2015-05-31,2015,5,22,Karur,Tamil Nadu,25,11,7,3,4
2015-06-01,2015,6,23,Karur,Tamil Nadu,60,27,17,7,9
2015-06-02,2015,6,23,Karur,Tamil Nadu,36,15,7,3,11
2015-06-03,2015,6,23,Karur,Tamil Nadu,45,20,10,6,9
2015-06-04,2015,6,23,Karur,Tamil Nadu,42,18,10,6,8
2015-06-05,2015,6,23,Karur,Tamil Nadu,39,15,8,4,12
2015-06-06,2015,6,23,Karur,Tamil Nadu,38,15,10,4,9
2015-06-07,2015,6,23,Karur,Tamil Nadu,41,19,10,4,8
2015-06-08,2015,6,24,Karur,Tamil Nadu,38,15,7,3,13
2015-06-09,2015,6,24,Karur,Tamil Nadu,29,13,6,2,8
2015-06-10,2015,6,24,Karur,Tamil Nadu,39,18,10,5,6
2015-06-11,2015,6,24,Karur,Tamil Nadu,38,18,8,4,8
2015-06-12,2015,6,24,Karur,Tamil Nadu,51,18,11,6,16
2015-06-13,2015,6,24,Karur,Tamil Nadu,45,21,11,5,8
2015-06-14,2015,6,24,Karur,Tamil Nadu,32,13,8,3,8
2015-06-15,2015,6,25,Karur,Tamil Nadu,46,20,12,5,9
2015-06-16,2015,6,25,Karur,Tamil Nadu,27,9,5,3,10
2015-06-17,2015,6,25,Karur,Tamil Nadu,37,13,10,4,10
2015-06-18,2015,6,25,Karur,Tamil Nadu,23,8,6,2,7
2015-06-19,2015,6,25,Karur,Tamil Nadu,51,23,13,5,10
2015-06-20,2015,6,25,Karur,Tamil Nadu,38,16,10,4,8
2015-06-21,2015,6,25,Karur,Tamil Nadu,39,14,8,5,12
2015-06-22,2015,6,26,Karur,Tamil Nadu,45,17,10,5,13
2015-06-23,2015,6,26,Karur,Tamil Nadu,42,19,11,5,7
2015-06-24,2015,6,26,Karur,Tamil Nadu,48,21,12,6,9
2015-06-25,2015,6,26,Karur,Tamil Nadu,36,14,8,3,11
2015-06-26,2015,6,26,Karur,Tamil Nadu,46,21,13,4,8
2015-06-27,2015,6,26,Karur,Tamil Nadu,39,16,10,4,9
2015-06-28,2015,6,26,Karur,Tamil Nadu,26,9,6,3,8
2015-06-29,2015,6,27,Karur,Tamil Nadu,35,15,7,4,9
2015-06-30,2015,6,27,Karur,Tamil Nadu,24,10,7,3,4
2015-07-01,2015,7,27,Karur,Tamil Nadu,42,15,12,4,11
2015-07-02,2015,7,27,Karur,Tamil Nadu,33,15,7,4,7
2015-07-03,2015,7,27,Karur,Tamil Nadu,26,10,6,2,8
2015-07-04,2015,7,27,Karur,Tamil Nadu,15,7,3,1,4
2015-07-05,2015,7,27,Karur,Tamil Nadu,19,9,4,2,4
2015-07-06,2015,7,28,Karur,Tamil Nadu,41,16,10,5,10
2015-07-07,2015,7,28,Karur,Tamil Nadu,43,20,8,5,10
2015-07-08,2015,7,28,Karur,Tamil Nadu,31,13,7,3,8
2015-07-09,2015,7,28,Karur,Tamil Nadu,20,9,5,2,4
2015-07-10,2015,7,28,Karur,Tamil Nadu,39,16,10,4,9
2015-07-11,2015,7,28,Karur,Tamil Nadu,36,17,10,3,6
2015-07-12,2015,7,28,Karur,Tamil Nadu,23,10,6,2,5
2015-07-13,2015,7,29,Karur,Tamil Nadu,17,7,3,1,6
2015-07-14,2015,7,29,Karur,Tamil Nadu,15,6,4,1,4
2015-07-15,2015,7,29,Karur,Tamil Nadu,39,18,7,5,9
2015-07-16,2015,7,29,Karur,Tamil Nadu,21,9,5,2,5
2015-07-17,2015,7,29,Karur,Tamil Nadu,21,7,4,2,8
2015-07-18,2015,7,29,Karur,Tamil Nadu,19,6,4,2,7
2015-07-19,2015,7,29,Karur,Tamil Nadu,39,17,11,4,7
2015-07-20,2015,7,30,Karur,Tamil Nadu,27,11,7,3,6
2015-07-21,2015,7,30,Karur,Tamil Nadu,20,9,5,2,4
2015-07-22,2015,7,30,Karur,Tamil Nadu,16,6,3,1,6
2015-07-23,2015,7,30,Karur,Tamil Nadu,20,9,5,2,4
2015-07-24,2015,7,30,Karur,Tamil Nadu,43,17,11,5,10
2015-07-25,2015,7,30,Karur,Tamil Nadu,25,9,7,2,7
2015-07-26,2015,7,30,Karur,Tamil Nadu,21,8,5,2,6
2015-07-27,2015,7,31,Karur,Tamil Nadu,36,17,8,3,8
2015-07-28,2015,7,31,Karur,Tamil Nadu,37,15,9,5,8
2015-07-29,2015,7,31,Karur,Tamil Nadu,27,9,7,3,8
2015-07-30,2015,7,31,Karur,Tamil Nadu,23,9,4,2,8
2015-07-31,2015,7,31,Karur,Tamil Nadu,18,7,5,2,4
2015-08-01,2015,8,31,Karur,Tamil Nadu,26,11,6,3,6
2015-08-02,2015,8,31,Karur,Tamil Nadu,32,14,6,3,9
2015-08-03,2015,8,32,Karur,Tamil Nadu,35,12,7,4,12
2015-08-04,2015,8,32,Karur,Tamil Nadu,21,9,5,2,5
2015-08-05,2015,8,32,Karur,Tamil Nadu,35,17,7,4,7
2015-08-06,2015,8,32,Karur,Tamil Nadu,38,13,9,5,11
2015-08-07,2015,8,32,Karur,Tamil Nadu,25,9,6,2,8
2015-08-08,2015,8,32,Karur,Tamil Nadu,14,6,4,1,3
2015-08-09,2015,8,32,Karur,Tamil Nadu,36,16,9,4,7
2015-08-10,2015,8,33,Karur,Tamil Nadu,20,9,5,2,4
2015-08-11,2015,8,33,Karur,Tamil Nadu,16,7,3,2,4
2015-08-12,2015,8,33,Karur,Tamil Nadu,43,19,9,5,10
2015-08-13,2015,8,33,Karur,Tamil Nadu,33,12,7,4,10
2015-08-14,2015,8,33,Karur,Tamil Nadu,34,16,8,4,6
2015-08-15,2015,8,33,Karur,Tamil Nadu,12,5,2,1,4
2015-08-16,2015,8,33,Karur,Tamil Nadu,16,5,4,1,6
2015-08-17,2015,8,34,Karur,Tamil Nadu,34,16,9,3,6
2015-08-18,2015,8,34,Karur,Tamil Nadu,15,5,3,1,6
2015-08-19,2015,8,34,Karur,Tamil Nadu,18,6,3,1,8
2015-08-20,2015,8,34,Karur,Tamil Nadu,17,8,4,2,3
2015-08-21,2015,8,34,Karur,Tamil Nadu,33,15,8,4,6
2015-08-22,2015,8,34,Karur,Tamil Nadu,40,15,8,5,12
2015-08-23,2015,8,34,Karur,Tamil Nadu,24,11,5,2,6
2015-08-24,2015,8,35,Karur,Tamil Nadu,28,11,7,3,7
2015-08-25,2015,8,35,Karur,Tamil Nadu,39,15,11,5,8
2015-08-26,2015,8,35,Karur,Tamil Nadu,38,14,10,4,10
2015-08-27,2015,8,35,Karur,Tamil Nadu,45,19,13,4,9
2015-08-28,2015,8,35,Karur,Tamil Nadu,25,11,5,2,7
2015-08-29,2015,8,35,Karur,Tamil Nadu,29,12,7,4,6
2015-08-30,2015,8,35,Karur,Tamil Nadu,29,11,8,3,7
2015-08-31,2015,8,36,Karur,Tamil Nadu,34,13,8,4,9
2015-09-01,2015,9,36,Karur,Tamil Nadu,41,19,8,4,10
2015-09-02,2015,9,36,Karur,Tamil Nadu,28,10,8,2,8
2015-09-03,2015,9,36,Karur,Tamil Nadu,30,10,6,3,11
2015-09-04,2015,9,36,Karur,Tamil Nadu,15,5,3,1,6
2015-09-05,2015,9,36,Karur,Tamil Nadu,26,9,5,3,9
2015-09-06,2015,9,36,Karur,Tamil Nadu,14,5,3,1,5
2015-09-07,2015,9,37,Karur,Tamil Nadu,26,9,7,3,7
2015-09-08,2015,9,37,Karur,Tamil Nadu,41,15,9,5,12
2015-09-09,2015,9,37,Karur,Tamil Nadu,32,14,7,4,7
2015-09-10,2015,9,37,Karur,Tamil Nadu,28,12,6,3,7
2015-09-11,2015,9,37,Karur,Tamil Nadu,25,10,6,3,6
2015-09-12,2015,9,37,Karur,Tamil Nadu,15,7,3,1,4
2015-09-13,2015,9,37,Karur,Tamil Nadu,31,12,8,3,8
2015-09-14,2015,9,38,Karur,Tamil Nadu,29,12,7,2,8
2015-09-15,2015,9,38,Karur,Tamil Nadu,25,12,7,3,3
2015-09-16,2015,9,38,Karur,Tamil Nadu,40,15,10,5,10
2015-09-17,2015,9,38,Karur,Tamil Nadu,39,16,10,4,9
2015-09-18,2015,9,38,Karur,Tamil Nadu,41,18,11,5,7
2015-09-19,2015,9,38,Karur,Tamil Nadu,26,10,6,3,7
2015-09-20,2015,9,38,Karur,Tamil Nadu,36,16,9,5,6
2015-09-21,2015,9,39,Karur,Tamil Nadu,34,15,9,3,7
2015-09-22,2015,9,39,Karur,Tamil Nadu,37,16,9,4,8
2015-09-23,2015,9,39,Karur,Tamil Nadu,25,9,6,3,7
2015-09-24,2015,9,39,Karur,Tamil Nadu,15,5,4,1,5
2015-09-25,2015,9,39,Karur,Tamil Nadu,24,9,6,3,6
2015-09-26,2015,9,39,Karur,Tamil Nadu,26,10,7,3,6
