date,year,month,week_number,day_of_year,district,state,rainfall_mm
2022-07-27,2022,7,30,208,Karur,Tamil Nadu,3.25
2022-07-28,2022,7,30,209,Karur,Tamil Nadu,4.94
2022-07-29,2022,7,30,210,Karur,Tamil Nadu,21.19
2022-07-30,2022,7,30,211,Karur,Tamil Nadu,11.46
2022-07-31,2022,7,30,212,Karur,Tamil Nadu,0.62
2022-08-01,2022,8,31,213,Karur,Tamil Nadu,6.91
2022-08-02,2022,8,31,214,Karur,Tamil Nadu,2.97
2022-08-03,2022,8,31,215,Karur,Tamil Nadu,5.68
2022-08-04,2022,8,31,216,Karur,Tamil Nadu,10.87
2022-08-05,2022,8,31,217,Karur,Tamil Nadu,5.48
2022-08-06,2022,8,31,218,Karur,Tamil Nadu,0.59
2022-08-07,2022,8,31,219,Karur,Tamil Nadu,6.04
2022-08-08,2022,8,32,220,Karur,Tamil Nadu,0.2
2022-08-09,2022,8,32,221,Karur,Tamil Nadu,3.43
2022-08-10,2022,8,32,222,Karur,Tamil Nadu,5.2
2022-08-11,2022,8,32,223,Karur,Tamil Nadu,8.28
2022-08-12,2022,8,32,224,Karur,Tamil Nadu,5.65
2022-08-13,2022,8,32,225,Karur,Tamil Nadu,1.32
2022-08-14,2022,8,32,226,Karur,Tamil Nadu,21.53
2022-08-15,2022,8,33,227,Karur,Tamil Nadu,8.41
2022-08-16,2022,8,33,228,Karur,Tamil Nadu,3.05
2022-08-17,2022,8,33,229,Karur,Tamil Nadu,27.04
2022-08-18,2022,8,33,230,Karur,Tamil Nadu,17.14
2022-08-19,2022,8,33,231,Karur,Tamil Nadu,1.24
2022-08-20,2022,8,33,232,Karur,Tamil Nadu,8.52
2022-08-21,2022,8,33,233,Karur,Tamil Nadu,6.57
2022-08-22,2022,8,34,234,Karur,Tamil Nadu,1.71
2022-08-23,2022,8,34,235,Karur,Tamil Nadu,2.13
2022-08-24,2022,8,34,236,Karur,Tamil Nadu,6.64
2022-08-25,2022,8,34,237,Karur,Tamil Nadu,3.1
2022-08-26,2022,8,34,238,Karur,Tamil Nadu,14.41
2022-08-27,2022,8,34,239,Karur,Tamil Nadu,0.82
2022-08-28,2022,8,34,240,Karur,Tamil Nadu,19.63
2022-08-29,2022,8,35,241,Karur,Tamil Nadu,14.69
2022-08-30,2022,8,35,242,Karur,Tamil Nadu,10.73
2022-08-31,2022,8,35,243,Karur,Tamil Nadu,2.44
2022-09-01,2022,9,35,244,Karur,Tamil Nadu,10.04
2022-09-02,2022,9,35,245,Karur,Tamil Nadu,4.62
2022-09-03,2022,9,35,246,Karur,Tamil Nadu,8.04
2022-09-04,2022,9,35,247,Karur,Tamil Nadu,3.0
2022-09-05,2022,9,36,248,Karur,Tamil Nadu,14.46
2022-09-06,2022,9,36,249,Karur,Tamil Nadu,0.33
2022-09-07,2022,9,36,250,Karur,Tamil Nadu,9.41
2022-09-08,2022,9,36,251,Karur,Tamil Nadu,14.11
2022-09-09,2022,9,36,252,Karur,Tamil Nadu,8.32
2022-09-10,2022,9,36,253,Karur,Tamil Nadu,1.71
2022-09-11,2022,9,36,254,Karur,Tamil Nadu,2.68
2022-09-12,2022,9,37,255,Karur,Tamil Nadu,5.79
2022-09-13,2022,9,37,256,Karur,Tamil Nadu,3.2
2022-09-14,2022,9,37,257,Karur,Tamil Nadu,0.04
2022-09-15,2022,9,37,258,Karur,Tamil Nadu,0.33
2022-09-16,2022,9,37,259,Karur,Tamil Nadu,11.68
2022-09-17,2022,9,37,260,Karur,Tamil Nadu,0.7
2022-09-18,2022,9,37,261,Karur,Tamil Nadu,21.05
2022-09-19,2022,9,38,262,Karur,Tamil Nadu,4.68
2022-09-20,2022,9,38,263,Karur,Tamil Nadu,11.36
2022-09-21,2022,9,38,264,Karur,Tamil Nadu,1.07
2022-09-22,2022,9,38,265,Karur,Tamil Nadu,20.88
2022-09-23,2022,9,38,266,Karur,Tamil Nadu,0.28
2022-09-24,2022,9,38,267,Karur,Tamil Nadu,0.34
2022-09-25,2022,9,38,268,Karur,Tamil Nadu,0.45
2022-09-26,2022,9,39,269,Karur,Tamil Nadu,0.87
2022-09-27,2022,9,39,270,Karur,Tamil Nadu,5.34
2022-09-28,2022,9,39,271,Karur,Tamil Nadu,12.42
2022-09-29,2022,9,39,272,Karur,Tamil Nadu,2.68
2022-09-30,2022,9,39,273,Karur,Tamil Nadu,10.96
2022-10-01,2022,10,39,274,Karur,Tamil Nadu,17.85
2022-10-02,2022,10,39,275,Karur,Tamil Nadu,28.67
2022-10-03,2022,10,40,276,Karur,Tamil Nadu,1.94
2022-10-04,2022,10,40,277,Karur,Tamil Nadu,1.75
2022-10-05,2022,10,40,278,Karur,Tamil Nadu,1.56
2022-10-06,2022,10,40,279,Karur,Tamil Nadu,5.34
2022-10-07,2022,10,40,280,Karur,Tamil Nadu,8.07
2022-10-08,2022,10,40,281,Karur,Tamil Nadu,7.43
2022-10-09,2022,10,40,282,Karur,Tamil Nadu,3.57
2022-10-10,2022,10,41,283,Karur,Tamil Nadu,11.67
2022-10-11,2022,10,41,284,Karur,Tamil Nadu,4.95
2022-10-12,2022,10,41,285,Karur,Tamil Nadu,5.47
2022-10-13,2022,10,41,286,Karur,Tamil Nadu,1.34
2022-10-14,2022,10,41,287,Karur,Tamil Nadu,10.76
2022-10-15,2022,10,41,288,Karur,Tamil Nadu,12.78
2022-10-16,2022,10,41,289,Karur,Tamil Nadu,17.02
2022-10-17,2022,10,42,290,Karur,Tamil Nadu,28.12
2022-10-18,2022,10,42,291,Karur,Tamil Nadu,17.43
2022-10-19,2022,10,42,292,Karur,Tamil Nadu,3.23
2022-10-20,2022,10,42,293,Karur,Tamil Nadu,3.22
2022-10-21,2022,10,42,294,Karur,Tamil Nadu,29.59
2022-10-22,2022,10,42,295,Karur,Tamil Nadu,18.74
2022-10-23,2022,10,42,296,Karur,Tamil Nadu,18.29
2022-10-24,2022,10,43,297,Karur,Tamil Nadu,15.26
2022-10-25,2022,10,43,298,Karur,Tamil Nadu,3.73
2022-10-26,2022,10,43,299,Karur,Tamil Nadu,22.56
2022-10-27,2022,10,43,300,Karur,Tamil Nadu,1.85
2022-10-28,2022,10,43,301,Karur,Tamil Nadu,5.17
2022-10-29,2022,10,43,302,Karur,Tamil Nadu,5.1
2022-10-30,2022,10,43,303,Karur,Tamil Nadu,9.86
2022-10-31,2022,10,44,304,Karur,Tamil Nadu,7.47
2022-11-01,2022,11,44,305,Karur,Tamil Nadu,7.39
2022-11-02,2022,11,44,306,Karur,Tamil Nadu,9.68
2022-11-03,2022,11,44,307,Karur,Tamil Nadu,6.44
2022-11-04,2022,11,44,308,Karur,Tamil Nadu,3.45
2022-11-05,2022,11,44,309,Karur,Tamil Nadu,13.09
2022-11-06,2022,11,44,310,Karur,Tamil Nadu,18.76
2022-11-07,2022,11,45,311,Karur,Tamil Nadu,7.82
2022-11-08,2022,11,45,312,Karur,Tamil Nadu,12.58
2022-11-09,2022,11,45,313,Karur,Tamil Nadu,9.2
2022-11-10,2022,11,45,314,Karur,Tamil Nadu,0.73
2022-11-11,2022,11,45,315,Karur,Tamil Nadu,6.6
2022-11-12,2022,11,45,316,Karur,Tamil Nadu,0.12
2022-11-13,2022,11,45,317,Karur,Tamil Nadu,13.01
2022-11-14,2022,11,46,318,Karur,Tamil Nadu,8.52
2022-11-15,2022,11,46,319,Karur,Tamil Nadu,1.63
2022-11-16,2022,11,46,320,Karur,Tamil Nadu,9.38
2022-11-17,2022,11,46,321,Karur,Tamil Nadu,27.44
2022-11-18,2022,11,46,322,Karur,Tamil Nadu,5.0
2022-11-19,2022,11,46,323,Karur,Tamil Nadu,48.46
2022-11-20,2022,11,46,324,Karur,Tamil Nadu,38.44
2022-11-21,2022,11,47,325,Karur,Tamil Nadu,18.46
2022-11-22,2022,11,47,326,Karur,Tamil Nadu,20.17
2022-11-23,2022,11,47,327,Karur,Tamil Nadu,6.34
2022-11-24,2022,11,47,328,Karur,Tamil Nadu,6.18
2022-11-25,2022,11,47,329,Karur,Tamil Nadu,37.05
2022-11-26,2022,11,47,330,Karur,Tamil Nadu,5.47
2022-11-27,2022,11,47,331,Karur,Tamil Nadu,1.22
2022-11-28,2022,11,48,332,Karur,Tamil Nadu,1.99
2022-11-29,2022,11,48,333,Karur,Tamil Nadu,14.87
2022-11-30,2022,11,48,334,Karur,Tamil Nadu,5.79
2022-12-01,2022,12,48,335,Karur,Tamil Nadu,2.67
2022-12-02,2022,12,48,336,Karur,Tamil Nadu,20.17
2022-12-03,2022,12,48,337,Karur,Tamil Nadu,8.05
2022-12-04,2022,12,48,338,Karur,Tamil Nadu,10.06
2022-12-05,2022,12,49,339,Karur,Tamil Nadu,2.01
2022-12-06,2022,12,49,340,Karur,Tamil Nadu,2.57
2022-12-07,2022,12,49,341,Karur,Tamil Nadu,1.61
2022-12-08,2022,12,49,342,Karur,Tamil Nadu,8.67
2022-12-09,2022,12,49,343,Karur,Tamil Nadu,17.93
2022-12-10,2022,12,49,344,Karur,Tamil Nadu,15.81
2022-12-11,2022,12,49,345,Karur,Tamil Nadu,3.63
2022-12-12,2022,12,50,346,Karur,Tamil Nadu,22.89
2022-12-13,2022,12,50,347,Karur,Tamil Nadu,1.34
2022-12-14,2022,12,50,348,Karur,Tamil Nadu,1.45
2022-12-15,2022,12,50,349,Karur,Tamil Nadu,22.71
2022-12-16,2022,12,50,350,Karur,Tamil Nadu,3.36
2022-12-17,2022,12,50,351,Karur,Tamil Nadu,14.78
2022-12-18,2022,12,50,352,Karur,Tamil Nadu,0.11
2022-12-19,2022,12,51,353,Karur,Tamil Nadu,1.18
2022-12-20,2022,12,51,354,Karur,Tamil Nadu,11.28
2022-12-21,2022,12,51,355,Karur,Tamil Nadu,2.42
2022-12-22,2022,12,51,356,Karur,Tamil Nadu,0.34
2022-12-23,2022,12,51,357,Karur,Tamil Nadu,7.55
2022-12-24,2022,12,51,358,Karur,Tamil Nadu,4.82
2022-12-25,2022,12,51,359,Karur,Tamil Nadu,19.45
2022-12-26,2022,12,52,360,Karur,Tamil Nadu,20.5
2022-12-27,2022,12,52,361,Karur,Tamil Nadu,11.44
2022-12-28,2022,12,52,362,Karur,Tamil Nadu,4.16
2022-12-29,2022,12,52,363,Karur,Tamil Nadu,7.43
2022-12-30,2022,12,52,364,Karur,Tamil Nadu,14.54
2022-12-31,2022,12,52,365,Karur,Tamil Nadu,0.86
2023-01-01,2023,1,52,1,Karur,Tamil Nadu,0.81
2023-01-02,2023,1,1,2,Karur,Tamil Nadu,3.46
2023-01-03,2023,1,1,3,Karur,Tamil Nadu,1.04
2023-01-04,2023,1,1,4,Karur,Tamil Nadu,1.96
2023-01-05,2023,1,1,5,Karur,Tamil Nadu,0.2
2023-01-06,2023,1,1,6,Karur,Tamil Nadu,3.0
2023-01-07,2023,1,1,7,Karur,Tamil Nadu,0.21
2023-01-08,2023,1,1,8,Karur,Tamil Nadu,3.95
2023-01-09,2023,1,2,9,Karur,Tamil Nadu,0.23
2023-01-10,2023,1,2,10,Karur,Tamil Nadu,4.43
2023-01-11,2023,1,2,11,Karur,Tamil Nadu,0.9
2023-01-12,2023,1,2,12,Karur,Tamil Nadu,1.96
2023-01-13,2023,1,2,13,Karur,Tamil Nadu,3.75
2023-01-14,2023,1,2,14,Karur,Tamil Nadu,0.02
2023-01-15,2023,1,2,15,Karur,Tamil Nadu,0.62
2023-01-16,2023,1,3,16,Karur,Tamil Nadu,4.78
2023-01-17,2023,1,3,17,Karur,Tamil Nadu,0.98
2023-01-18,2023,1,3,18,Karur,Tamil Nadu,2.45
2023-01-19,2023,1,3,19,Karur,Tamil Nadu,0.3
2023-01-20,2023,1,3,20,Karur,Tamil Nadu,2.27
2023-01-21,2023,1,3,21,Karur,Tamil Nadu,0.15
2023-01-22,2023,1,3,22,Karur,Tamil Nadu,2.53
2023-01-23,2023,1,4,23,Karur,Tamil Nadu,0.78
2023-01-24,2023,1,4,24,Karur,Tamil Nadu,1.25
2023-01-25,2023,1,4,25,Karur,Tamil Nadu,0.36
2023-01-26,2023,1,4,26,Karur,Tamil Nadu,1.98
2023-01-27,2023,1,4,27,Karur,Tamil Nadu,0.82
2023-01-28,2023,1,4,28,Karur,Tamil Nadu,0.97
2023-01-29,2023,1,4,29,Karur,Tamil Nadu,2.11
2023-01-30,2023,1,5,30,Karur,Tamil Nadu,0.39
2023-01-31,2023,1,5,31,Karur,Tamil Nadu,3.82
2023-02-01,2023,2,5,32,Karur,Tamil Nadu,2.69
2023-02-02,2023,2,5,33,Karur,Tamil Nadu,1.72
2023-02-03,2023,2,5,34,Karur,Tamil Nadu,0.27
2023-02-04,2023,2,5,35,Karur,Tamil Nadu,2.32
2023-02-05,2023,2,5,36,Karur,Tamil Nadu,0.04
2023-02-06,2023,2,6,37,Karur,Tamil Nadu,3.26
2023-02-07,2023,2,6,38,Karur,Tamil Nadu,0.72
2023-02-08,2023,2,6,39,Karur,Tamil Nadu,0.25
2023-02-09,2023,2,6,40,Karur,Tamil Nadu,0.36
2023-02-10,2023,2,6,41,Karur,Tamil Nadu,6.6
2023-02-11,2023,2,6,42,Karur,Tamil Nadu,2.97
2023-02-12,2023,2,6,43,Karur,Tamil Nadu,0.54
2023-02-13,2023,2,7,44,Karur,Tamil Nadu,6.62
2023-02-14,2023,2,7,45,Karur,Tamil Nadu,0.3
2023-02-15,2023,2,7,46,Karur,Tamil Nadu,2.64
2023-02-16,2023,2,7,47,Karur,Tamil Nadu,2.14
2023-02-17,2023,2,7,48,Karur,Tamil Nadu,3.45
2023-02-18,2023,2,7,49,Karur,Tamil Nadu,0.96
2023-02-19,2023,2,7,50,Karur,Tamil Nadu,1.03
2023-02-20,2023,2,8,51,Karur,Tamil Nadu,1.96
2023-02-21,2023,2,8,52,Karur,Tamil Nadu,1.02
2023-02-22,2023,2,8,53,Karur,Tamil Nadu,0.08
2023-02-23,2023,2,8,54,Karur,Tamil Nadu,2.62
2023-02-24,2023,2,8,55,Karur,Tamil Nadu,2.05
2023-02-25,2023,2,8,56,Karur,Tamil Nadu,1.1
2023-02-26,2023,2,8,57,Karur,Tamil Nadu,0.72
2023-02-27,2023,2,9,58,Karur,Tamil Nadu,0.77
2023-02-28,2023,2,9,59,Karur,Tamil Nadu,2.7
2023-03-01,2023,3,9,60,Karur,Tamil Nadu,2.61
2023-03-02,2023,3,9,61,Karur,Tamil Nadu,3.42
2023-03-03,2023,3,9,62,Karur,Tamil Nadu,2.87
2023-03-04,2023,3,9,63,Karur,Tamil Nadu,2.84
2023-03-05,2023,3,9,64,Karur,Tamil Nadu,0.58
2023-03-06,2023,3,10,65,Karur,Tamil Nadu,0.21
2023-03-07,2023,3,10,66,Karur,Tamil Nadu,2.87
2023-03-08,2023,3,10,67,Karur,Tamil Nadu,0.21
2023-03-09,2023,3,10,68,Karur,Tamil Nadu,8.05
2023-03-10,2023,3,10,69,Karur,Tamil Nadu,4.16
2023-03-11,2023,3,10,70,Karur,Tamil Nadu,1.52
2023-03-12,2023,3,10,71,Karur,Tamil Nadu,0.87
2023-03-13,2023,3,11,72,Karur,Tamil Nadu,1.5
2023-03-14,2023,3,11,73,Karur,Tamil Nadu,2.65
2023-03-15,2023,3,11,74,Karur,Tamil Nadu,2.82
2023-03-16,2023,3,11,75,Karur,Tamil Nadu,0.15
2023-03-17,2023,3,11,76,Karur,Tamil Nadu,3.27
2023-03-18,2023,3,11,77,Karur,Tamil Nadu,2.05
2023-03-19,2023,3,11,78,Karur,Tamil Nadu,0.08
2023-03-20,2023,3,12,79,Karur,Tamil Nadu,0.75
2023-03-21,2023,3,12,80,Karur,Tamil Nadu,1.43
2023-03-22,2023,3,12,81,Karur,Tamil Nadu,0.42
2023-03-23,2023,3,12,82,Karur,Tamil Nadu,0.34
2023-03-24,2023,3,12,83,Karur,Tamil Nadu,0.03
2023-03-25,2023,3,12,84,Karur,Tamil Nadu,4.85
2023-03-26,2023,3,12,85,Karur,Tamil Nadu,0.12
2023-03-27,2023,3,13,86,Karur,Tamil Nadu,0.91
2023-03-28,2023,3,13,87,Karur,Tamil Nadu,0.46
2023-03-29,2023,3,13,88,Karur,Tamil Nadu,2.7
2023-03-30,2023,3,13,89,Karur,Tamil Nadu,2.46
2023-03-31,2023,3,13,90,Karur,Tamil Nadu,3.28
2023-04-01,2023,4,13,91,Karur,Tamil Nadu,0.96
2023-04-02,2023,4,13,92,Karur,Tamil Nadu,0.9
2023-04-03,2023,4,14,93,Karur,Tamil Nadu,0.52
2023-04-04,2023,4,14,94,Karur,Tamil Nadu,1.01
2023-04-05,2023,4,14,95,Karur,Tamil Nadu,0.12
2023-04-06,2023,4,14,96,Karur,Tamil Nadu,1.15
2023-04-07,2023,4,14,97,Karur,Tamil Nadu,0.11
2023-04-08,2023,4,14,98,Karur,Tamil Nadu,1.98
2023-04-09,2023,4,14,99,Karur,Tamil Nadu,0.7
2023-04-10,2023,4,15,100,Karur,Tamil Nadu,0.76
2023-04-11,2023,4,15,101,Karur,Tamil Nadu,0.88
2023-04-12,2023,4,15,102,Karur,Tamil Nadu,1.5
2023-04-13,2023,4,15,103,Karur,Tamil Nadu,0.65
2023-04-14,2023,4,15,104,Karur,Tamil Nadu,0.56
2023-04-15,2023,4,15,105,Karur,Tamil Nadu,0.34
2023-04-16,2023,4,15,106,Karur,Tamil Nadu,0.14
2023-04-17,2023,4,16,107,Karur,Tamil Nadu,0.21
2023-04-18,2023,4,16,108,Karur,Tamil Nadu,0.0
2023-04-19,2023,4,16,109,Karur,Tamil Nadu,2.04
2023-04-20,2023,4,16,110,Karur,Tamil Nadu,1.45
2023-04-21,2023,4,16,111,Karur,Tamil Nadu,0.25
2023-04-22,2023,4,16,112,Karur,Tamil Nadu,0.0
2023-04-23,2023,4,16,113,Karur,Tamil Nadu,0.68
2023-04-24,2023,4,17,114,Karur,Tamil Nadu,0.53
2023-04-25,2023,4,17,115,Karur,Tamil Nadu,1.5
2023-04-26,2023,4,17,116,Karur,Tamil Nadu,0.52
2023-04-27,2023,4,17,117,Karur,Tamil Nadu,2.0
2023-04-28,2023,4,17,118,Karur,Tamil Nadu,0.1
2023-04-29,2023,4,17,119,Karur,Tamil Nadu,0.46
2023-04-30,2023,4,17,120,Karur,Tamil Nadu,2.72
2023-05-01,2023,5,18,121,Karur,Tamil Nadu,0.01
2023-05-02,2023,5,18,122,Karur,Tamil Nadu,0.5
2023-05-03,2023,5,18,123,Karur,Tamil Nadu,0.3
2023-05-04,2023,5,18,124,Karur,Tamil Nadu,0.76
2023-05-05,2023,5,18,125,Karur,Tamil Nadu,0.33
2023-05-06,2023,5,18,126,Karur,Tamil Nadu,2.04
2023-05-07,2023,5,18,127,Karur,Tamil Nadu,2.77
2023-05-08,2023,5,19,128,Karur,Tamil Nadu,1.89
2023-05-09,2023,5,19,129,Karur,Tamil Nadu,0.51
2023-05-10,2023,5,19,130,Karur,Tamil Nadu,4.6
2023-05-11,2023,5,19,131,Karur,Tamil Nadu,1.33
2023-05-12,2023,5,19,132,Karur,Tamil Nadu,0.44
2023-05-13,2023,5,19,133,Karur,Tamil Nadu,0.1
2023-05-14,2023,5,19,134,Karur,Tamil Nadu,1.1
2023-05-15,2023,5,20,135,Karur,Tamil Nadu,1.3
2023-05-16,2023,5,20,136,Karur,Tamil Nadu,0.13
2023-05-17,2023,5,20,137,Karur,Tamil Nadu,0.8
2023-05-18,2023,5,20,138,Karur,Tamil Nadu,4.35
2023-05-19,2023,5,20,139,Karur,Tamil Nadu,0.39
2023-05-20,2023,5,20,140,Karur,Tamil Nadu,0.36
2023-05-21,2023,5,20,141,Karur,Tamil Nadu,2.34
2023-05-22,2023,5,21,142,Karur,Tamil Nadu,0.12
2023-05-23,2023,5,21,143,Karur,Tamil Nadu,2.71
2023-05-24,2023,5,21,144,Karur,Tamil Nadu,1.51
2023-05-25,2023,5,21,145,Karur,Tamil Nadu,0.5
2023-05-26,2023,5,21,146,Karur,Tamil Nadu,0.09
2023-05-27,2023,5,21,147,Karur,Tamil Nadu,0.02
2023-05-28,2023,5,21,148,Karur,Tamil Nadu,0.47
2023-05-29,2023,5,22,149,Karur,Tamil Nadu,1.22
2023-05-30,2023,5,22,150,Karur,Tamil Nadu,0.67
2023-05-31,2023,5,22,151,Karur,Tamil Nadu,1.34
2023-06-01,2023,6,22,152,Karur,Tamil Nadu,8.88
2023-06-02,2023,6,22,153,Karur,Tamil Nadu,6.81
2023-06-03,2023,6,22,154,Karur,Tamil Nadu,27.41
2023-06-04,2023,6,22,155,Karur,Tamil Nadu,10.43
2023-06-05,2023,6,23,156,Karur,Tamil Nadu,19.68
2023-06-06,2023,6,23,157,Karur,Tamil Nadu,2.22
2023-06-07,2023,6,23,158,Karur,Tamil Nadu,10.0
2023-06-08,2023,6,23,159,Karur,Tamil Nadu,7.29
2023-06-09,2023,6,23,160,Karur,Tamil Nadu,20.65
2023-06-10,2023,6,23,161,Karur,Tamil Nadu,5.71
2023-06-11,2023,6,23,162,Karur,Tamil Nadu,2.62
2023-06-12,2023,6,24,163,Karur,Tamil Nadu,3.89
2023-06-13,2023,6,24,164,Karur,Tamil Nadu,1.98
2023-06-14,2023,6,24,165,Karur,Tamil Nadu,1.99
2023-06-15,2023,6,24,166,Karur,Tamil Nadu,5.09
2023-06-16,2023,6,24,167,Karur,Tamil Nadu,17.85
2023-06-17,2023,6,24,168,Karur,Tamil Nadu,1.7
2023-06-18,2023,6,24,169,Karur,Tamil Nadu,2.72
2023-06-19,2023,6,25,170,Karur,Tamil Nadu,15.34
2023-06-20,2023,6,25,171,Karur,Tamil Nadu,3.32
2023-06-21,2023,6,25,172,Karur,Tamil Nadu,26.25
2023-06-22,2023,6,25,173,Karur,Tamil Nadu,2.51
2023-06-23,2023,6,25,174,Karur,Tamil Nadu,4.67
2023-06-24,2023,6,25,175,Karur,Tamil Nadu,0.8
2023-06-25,2023,6,25,176,Karur,Tamil Nadu,38.8
2023-06-26,2023,6,26,177,Karur,Tamil Nadu,17.67
2023-06-27,2023,6,26,178,Karur,Tamil Nadu,13.61
2023-06-28,2023,6,26,179,Karur,Tamil Nadu,1.37
2023-06-29,2023,6,26,180,Karur,Tamil Nadu,27.88
2023-06-30,2023,6,26,181,Karur,Tamil Nadu,21.18
2023-07-01,2023,7,26,182,Karur,Tamil Nadu,4.58
2023-07-02,2023,7,26,183,Karur,Tamil Nadu,9.16
2023-07-03,2023,7,27,184,Karur,Tamil Nadu,39.1
2023-07-04,2023,7,27,185,Karur,Tamil Nadu,4.22
2023-07-05,2023,7,27,186,Karur,Tamil Nadu,0.96
2023-07-06,2023,7,27,187,Karur,Tamil Nadu,16.19
2023-07-07,2023,7,27,188,Karur,Tamil Nadu,5.18
2023-07-08,2023,7,27,189,Karur,Tamil Nadu,34.72
2023-07-09,2023,7,27,190,Karur,Tamil Nadu,6.4
2023-07-10,2023,7,28,191,Karur,Tamil Nadu,0.24
2023-07-11,2023,7,28,192,Karur,Tamil Nadu,5.41
2023-07-12,2023,7,28,193,Karur,Tamil Nadu,10.13
2023-07-13,2023,7,28,194,Karur,Tamil Nadu,0.21
2023-07-14,2023,7,28,195,Karur,Tamil Nadu,4.27
2023-07-15,2023,7,28,196,Karur,Tamil Nadu,1.35
2023-07-16,2023,7,28,197,Karur,Tamil Nadu,8.24
2023-07-17,2023,7,29,198,Karur,Tamil Nadu,25.24
2023-07-18,2023,7,29,199,Karur,Tamil Nadu,7.84
2023-07-19,2023,7,29,200,Karur,Tamil Nadu,9.5
2023-07-20,2023,7,29,201,Karur,Tamil Nadu,4.04
2023-07-21,2023,7,29,202,Karur,Tamil Nadu,6.63
2023-07-22,2023,7,29,203,Karur,Tamil Nadu,6.28
2023-07-23,2023,7,29,204,Karur,Tamil Nadu,11.4
2023-07-24,2023,7,30,205,Karur,Tamil Nadu,15.55
2023-07-25,2023,7,30,206,Karur,Tamil Nadu,8.7
2023-07-26,2023,7,30,207,Karur,Tamil Nadu,31.22
2023-07-27,2023,7,30,208,Karur,Tamil Nadu,14.1
2023-07-28,2023,7,30,209,Karur,Tamil Nadu,1.07
2023-07-29,2023,7,30,210,Karur,Tamil Nadu,5.67
2023-07-30,2023,7,30,211,Karur,Tamil Nadu,18.68
2023-07-31,2023,7,31,212,Karur,Tamil Nadu,23.05
2023-08-01,2023,8,31,213,Karur,Tamil Nadu,3.83
2023-08-02,2023,8,31,214,Karur,Tamil Nadu,10.35
2023-08-03,2023,8,31,215,Karur,Tamil Nadu,4.23
2023-08-04,2023,8,31,216,Karur,Tamil Nadu,1.06
2023-08-05,2023,8,31,217,Karur,Tamil Nadu,17.28
2023-08-06,2023,8,31,218,Karur,Tamil Nadu,21.5
2023-08-07,2023,8,32,219,Karur,Tamil Nadu,5.62
2023-08-08,2023,8,32,220,Karur,Tamil Nadu,0.15
2023-08-09,2023,8,32,221,Karur,Tamil Nadu,13.54
2023-08-10,2023,8,32,222,Karur,Tamil Nadu,5.18
2023-08-11,2023,8,32,223,Karur,Tamil Nadu,0.62
2023-08-12,2023,8,32,224,Karur,Tamil Nadu,1.68
2023-08-13,2023,8,32,225,Karur,Tamil Nadu,1.32
2023-08-14,2023,8,33,226,Karur,Tamil Nadu,9.27
2023-08-15,2023,8,33,227,Karur,Tamil Nadu,2.85
2023-08-16,2023,8,33,228,Karur,Tamil Nadu,1.09
2023-08-17,2023,8,33,229,Karur,Tamil Nadu,19.97
2023-08-18,2023,8,33,230,Karur,Tamil Nadu,25.09
2023-08-19,2023,8,33,231,Karur,Tamil Nadu,1.19
2023-08-20,2023,8,33,232,Karur,Tamil Nadu,2.09
2023-08-21,2023,8,34,233,Karur,Tamil Nadu,7.17
2023-08-22,2023,8,34,234,Karur,Tamil Nadu,1.3
2023-08-23,2023,8,34,235,Karur,Tamil Nadu,1.38
2023-08-24,2023,8,34,236,Karur,Tamil Nadu,3.28
2023-08-25,2023,8,34,237,Karur,Tamil Nadu,23.83
2023-08-26,2023,8,34,238,Karur,Tamil Nadu,26.25
2023-08-27,2023,8,34,239,Karur,Tamil Nadu,14.75
2023-08-28,2023,8,35,240,Karur,Tamil Nadu,9.52
2023-08-29,2023,8,35,241,Karur,Tamil Nadu,10.2
2023-08-30,2023,8,35,242,Karur,Tamil Nadu,5.07
2023-08-31,2023,8,35,243,Karur,Tamil Nadu,6.04
2023-09-01,2023,9,35,244,Karur,Tamil Nadu,8.05
2023-09-02,2023,9,35,245,Karur,Tamil Nadu,10.51
2023-09-03,2023,9,35,246,Karur,Tamil Nadu,0.81
2023-09-04,2023,9,36,247,Karur,Tamil Nadu,2.04
2023-09-05,2023,9,36,248,Karur,Tamil Nadu,26.36
2023-09-06,2023,9,36,249,Karur,Tamil Nadu,3.27
2023-09-07,2023,9,36,250,Karur,Tamil Nadu,2.5
2023-09-08,2023,9,36,251,Karur,Tamil Nadu,4.38
2023-09-09,2023,9,36,252,Karur,Tamil Nadu,2.75
2023-09-10,2023,9,36,253,Karur,Tamil Nadu,0.76
2023-09-11,2023,9,37,254,Karur,Tamil Nadu,1.87
2023-09-12,2023,9,37,255,Karur,Tamil Nadu,8.18
2023-09-13,2023,9,37,256,Karur,Tamil Nadu,2.02
2023-09-14,2023,9,37,257,Karur,Tamil Nadu,8.35
2023-09-15,2023,9,37,258,Karur,Tamil Nadu,0.84
2023-09-16,2023,9,37,259,Karur,Tamil Nadu,0.34
2023-09-17,2023,9,37,260,Karur,Tamil Nadu,15.82
2023-09-18,2023,9,38,261,Karur,Tamil Nadu,11.42
2023-09-19,2023,9,38,262,Karur,Tamil Nadu,8.77
2023-09-20,2023,9,38,263,Karur,Tamil Nadu,0.25
2023-09-21,2023,9,38,264,Karur,Tamil Nadu,2.19
2023-09-22,2023,9,38,265,Karur,Tamil Nadu,13.38
